Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Estimates Start After
Slovenia,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.991,37.682,41.485,46.531,51.786,56.151,60.303,64.277,67.778,73.655,79.238,83.718,86.494,87.835,89.757,93.499,97.718,100.997,100,101.12,101.387,102.241,103.073,2014
Slovenia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,033.29","10,366.04","10,915.44","11,361.46","11,790.10","12,405.97","12,856.27","13,534.37","14,029.95","14,426.81","14,950.71","15,367.87","16,025.38","16,657.22","17,548.69","18,701.32","19,319.55","17,619.50","17,710.22","17,797.29","17,268.83","17,058.55","17,559.25",2014
Slovenia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,209.73","3,906.17","4,528.24","5,286.58","6,105.67","6,966.11","7,752.69","8,699.44","9,509.22","10,626.03","11,846.64","12,865.70","13,861.07","14,630.93","15,751.25","17,485.58","18,878.67","17,795.16","17,710.22","17,996.54","17,508.33","17,440.81","18,098.82",2014
Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"9,599.77","8,323.61","8,433.47","10,704.26","10,816.72","10,568.76","11,194.84","11,497.62","10,286.02","10,501.86","11,837.08","14,905.98","17,282.62","18,222.58","19,777.13","23,959.21","27,784.01","24,785.05","23,499.59","25,040.52","22,508.24","23,164.11","24,050.46",2014
Slovenia,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.225,-1.06,-0.023,-0.824,0.138,-0.633,-1.596,-1.39,-2.085,-1.044,0.098,2.57,6.46,7.092,-2.407,-1.798,-1.791,-4.777,-6.123,-3.847,2014
Slovenia,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.161,23.324,25.082,26.655,28.12,30.064,31.388,33.55,35.739,37.632,39.675,41.616,44.621,47.901,52.165,57.271,60.321,56.04,57.427,58.993,58.447,58.771,61.557,2014
Slovenia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,080.56","11,720.40","12,604.26","13,392.89","14,151.82","15,146.02","15,866.09","16,958.56","17,979.51","18,909.43","19,896.96","20,859.93","22,350.60","23,979.26","26,038.84","28,487.51","30,006.56","27,573.90","28,054.51","28,774.40","28,434.31","28,545.95","29,866.54",2014
Slovenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.069,0.069,0.071,0.071,0.071,0.071,0.072,0.073,0.073,0.073,0.074,0.073,0.072,0.072,0.072,0.073,0.073,0.067,0.065,0.063,0.059,0.057,0.057,2011
Slovenia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.29,0.333,0.359,0.395,0.431,0.46,0.489,0.513,0.529,0.562,0.595,0.617,0.62,0.61,0.605,0.614,0.629,0.645,0.631,0.625,0.616,0.611,0.606,2014
Slovenia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.495,18.332,22.058,25.081,24.737,25.905,26.915,28.855,28.521,26.376,25.35,26.422,28.606,28.38,30.177,32.876,32.695,23.382,22.24,21.72,18.752,19.354,19.767,2014
Slovenia,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.384,18.902,25.13,24.637,24.803,26.014,26.248,25.619,25.758,26.416,26.22,25.614,25.919,26.586,28.347,28.748,27.379,22.821,22.121,21.904,21.336,24.986,26.755,2014
Slovenia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2014 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.493,37.591,45.389,51.588,56.664,61.4,66.257,70.334,76.579,83.029,89.227,94.199,97.575,100,102.458,106.158,112.157,113.116,115.19,117.299,120.332,122.448,122.706,2014
Slovenia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.93,20.745,13.656,9.841,8.358,7.91,6.154,8.879,8.422,7.465,5.573,3.584,2.485,2.458,3.611,5.651,0.854,1.834,1.83,2.586,1.759,0.211,2014
Slovenia,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2014 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.234,40.774,48.71,53.075,57.937,62.996,67.063,72.421,78.869,84.425,90.476,94.643,97.718,100,102.778,108.532,110.813,112.798,114.881,117.262,120.337,121.131,121.329,2014
Slovenia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.687,19.465,8.961,9.159,8.733,6.457,7.988,8.904,7.044,7.168,4.605,3.249,2.335,2.778,5.598,2.102,1.791,1.847,2.073,2.623,0.66,0.164,2014
Slovenia,Volume of imports of goods and services,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.8,12.8,10.8,2.054,11.69,10.059,8.409,6.62,3.623,5.626,6.465,13.968,7.337,12.389,16.76,3.849,-18.842,6.837,4.997,-3.705,1.682,4.014,2014
Slovenia,Volume of Imports of goods,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.5,14.21,13.14,1.878,13.401,10.767,8.954,6.719,3.803,5.213,7.068,15.756,7.547,12.911,16.492,3.182,-19.845,7.57,5.967,-4.338,2.506,3.687,2014
Slovenia,Volume of exports of goods and services,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,12.8,0.9,2.745,11.634,7.823,2.004,12.593,7.182,7.782,3.161,13.043,11.364,14.123,13.609,4.167,-16.587,10.155,6.894,0.586,3.052,5.8,2014
Slovenia,Volume of exports of goods,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3,8.6,3,2.419,14.599,10.761,3.901,14.141,7.215,8.561,4.128,13.92,12.073,15.696,13.956,1.875,-17.04,11.995,7.993,0.363,3.33,6.393,2014
Slovenia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.836,8.591,8.497,7,6.892,6.917,7.367,7.35,6.742,6.192,6.342,6.7,6.342,6.542,5.992,4.858,4.392,5.892,7.267,8.208,8.892,10.142,9.733,2014
Slovenia,Employment,Persons,Millions,Source: National Statistics Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.97,0.936,0.924,0.922,0.904,0.888,0.887,0.9,0.914,0.92,0.934,0.931,0.934,0.929,0.944,0.976,1.001,0.983,0.962,0.946,0.937,0.924,0.93,2014
Slovenia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1.99,1.99,1.99,1.987,1.985,1.978,1.978,1.988,1.99,1.994,1.995,1.996,1.998,2.003,2.01,2.01,2.032,2.047,2.05,2.055,2.059,2.061,2014
Slovenia,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.177,4.74,5.3,6.053,6.877,7.484,8.547,9.397,10.338,11.196,11.976,12.959,14.006,15.339,14.408,14.794,14.982,14.999,14.728,15.494,2014
Slovenia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.695,39.067,38.33,39.468,39.959,39.595,40.418,39.782,40.277,40.459,40.977,41.066,39.844,40.418,39.838,40.808,40.606,41.678,41.017,41.536,2014
Slovenia,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.173,4.705,5.442,6.16,6.974,7.713,8.811,9.733,10.666,11.552,12.276,13.209,13.915,15.442,16.368,16.693,17.011,16.13,19.716,17.664,2014
Slovenia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.659,38.784,39.358,40.164,40.524,40.803,41.665,41.202,41.553,41.747,42.002,41.859,39.586,40.688,45.258,46.046,46.106,44.821,54.908,47.352,2014
Slovenia,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.004,0.034,-0.142,-0.107,-0.097,-0.228,-0.264,-0.336,-0.327,-0.356,-0.3,-0.25,0.091,-0.103,-1.96,-1.899,-2.029,-1.131,-4.988,-2.17,2014
Slovenia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.036,0.283,-1.029,-0.696,-0.565,-1.208,-1.247,-1.421,-1.276,-1.287,-1.025,-0.792,0.258,-0.27,-5.42,-5.237,-5.499,-3.143,-13.891,-5.816,2014
Slovenia,General government structural balance,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.088,-0.141,-0.054,-0.107,-0.178,-0.119,-0.197,-0.096,-0.277,-0.363,-0.602,-0.798,-1.017,-1.519,-1.629,-1.454,-0.62,-0.528,-0.974,2014
Slovenia,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.721,-1.019,-0.347,-0.625,-0.937,-0.555,-0.822,-0.365,-0.989,-1.243,-1.957,-2.426,-2.884,-4.101,-4.414,-3.87,-1.643,-1.387,-2.513,2014
Slovenia,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.088,0.144,-0.018,0.041,0.086,-0.016,0.005,-0.021,-0.003,-0.018,0.03,0.092,0.418,0.177,-1.647,-1.461,-1.539,-0.519,-4.178,-1.057,2014
Slovenia,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.839,1.19,-0.129,0.267,0.502,-0.084,0.023,-0.089,-0.01,-0.065,0.101,0.291,1.19,0.465,-4.555,-4.029,-4.17,-1.442,-11.637,-2.833,2014
Slovenia,General government net debt,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.765,2.441,2.863,3.259,3.789,5.484,6.036,6.708,6.942,7.425,7.687,8.204,7.981,8.18,12.45,13.737,17.016,19.204,25.307,30.133,2014
Slovenia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.776,20.122,20.703,21.249,22.016,29.011,28.541,28.396,27.044,26.833,26.302,26,22.704,21.554,34.423,37.892,46.119,53.362,70.479,80.778,2014
Slovenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.419,7.773,9.011,10.522,12.132,13.827,15.337,17.21,18.902,21.147,23.623,25.668,27.673,29.227,31.555,35.153,37.951,36.166,36.252,36.896,35.988,35.908,37.303,2014
Slovenia,Current account balance,U.S. dollars,Billions,"Source: National Statistics Office Latest actual data: 2014 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.087,0.282,0.557,-0.096,0.014,0.023,-0.148,-0.735,-0.564,0.008,0.206,-0.24,-0.927,-0.653,-0.725,-1.989,-2.969,-0.282,-0.057,0.094,1.195,2.686,3.464,2014
